,iata_code,latitude,longitude
7436,TAB,11.149722,-60.832222
7437,TAC,11.227628,125.027758
7438,TAD,37.259378,-104.340675
7439,TAE,35.894108,128.658855
7440,TAF,35.542444,-0.532278
7441,TAG,9.664081,123.853247
7442,TAH,-19.455,169.223333
7443,TAI,13.685964,44.139056
7444,TAJ,-3.183,142.417
7445,TAK,34.214167,134.015556
7446,TAL,65.174395,-152.109389
7447,TAM,22.29645,-97.865931
7448,TAN,-27.1375,153.364167
7449,TAO,36.266108,120.374436
7450,TAP,14.794339,-92.370025
7451,TAQ,-30.702778,134.582778
7452,TAR,40.517514,17.403212
7453,TAS,41.257861,69.281186
7454,TAT,49.073594,20.241142
7455,TAU,5.017,-72.733
7456,TAV,-14.229167,-169.511111
7457,TAW,-31.749031,-55.925758
7458,TAX,-1.617,124.55
7459,TAY,58.307461,26.690428
7460,TAZ,41.761111,59.826667
7461,TBA,-5.583,144.683
7462,TBB,13.04955,109.333706
7463,TBC,36.092639,-111.383083
7464,TBD,2.767,-77.667
7465,TBE,-4.2,143.517
7466,TBF,-1.224469,174.775614
7467,TBG,-5.278611,141.225833
7468,TBH,12.310986,122.084503
7469,TBI,24.3,-75.45
7470,TBJ,36.98,8.876944
7471,TBK,-15.620278,130.447778
7472,TBL,-17.295556,126.912778
7473,TBM,-3.25,112.583
7474,TBN,37.741631,-92.140736
7475,TBO,-5.076389,32.833333
7476,TBP,-3.552528,-80.381356
7477,TBQ,12.3,22.75
7478,TBR,32.482737,-81.73694
7479,TBS,41.669167,44.954722
7480,TBT,-4.255669,-69.935828
7481,TBV,10.033,169.983
7482,TBW,52.806111,41.482778
7483,TBX,6.2333333333333,-5.1333333333333
7484,TBY,-26.034167,22.401389
7485,TBZ,38.133889,46.235
7486,TCA,-19.634444,134.183333
7487,TCB,26.745336,-77.391269
7488,TCC,35.182778,-103.603185
7489,TCD,-2.867,-69.733
7490,TCE,45.062486,28.714311
7491,TCF,15.65,-85.983
7492,TCG,46.6725,83.340833
7493,TCH,-2.85,11.017
7494,TCJ,-4.0166666666667,143.13333333333
7495,TCK,-4.1,143.38333333333
7496,TCL,33.220627,-87.611401
7497,TCM,47.137678,-122.476475
7498,TCN,18.497189,-97.419942
7499,TCO,1.814294,-78.749344
7500,TCP,29.587778,34.778056
7501,TCQ,-18.053333,-70.275833
7502,TCR,8.7833333333333,78.133333333333
7503,TCS,33.236944,-107.27175
7504,TCT,62.992704,-156.06819
7505,TCU,-29.318056,26.823056
7506,TCV,-15.914722222222,33.158888888889
7507,TCW,-35.811667,145.608056
7508,TCX,33.66775,56.892675
7509,TCY,37.689,-121.441611
7510,TDA,5.432778,-71.6625
7511,TDB,-9.2,148.083
7512,TDD,-14.818739,-64.918019
7513,TDG,9.072111,126.171444
7514,TDJ,11.783,42.917
7515,TDK,45.1225,78.4425
7516,TDL,-37.237392,-59.227922
7517,TDN,38.086388888889,27.737777777778
7518,TDO,46.477168,-122.806479
7519,TDR,-24.986667,150.093056
7520,TDS,0.0,0.0
7521,TDT,-24.533,31.3
7522,TDV,-21.7,43.733
7523,TDW,35.169889,-101.825861
7524,TDX,12.274572,102.318958
7525,TDZ,41.564944,-83.482222
7526,TEA,15.775864,-87.475847
7527,TEB,40.850101,-74.060836
7528,TEC,-24.317775,-50.651592
7529,TED,57.0688,8.705224
7530,TEE,35.4325,8.125556
7531,TEF,-21.715,122.228611
7532,TEG,11.802222,-0.371389
7533,TEH,63.13388888,-142.51944444
7534,TEI,27.941225,96.134447
7535,TEK,60.872389,-146.691167
7536,TEL,5.628611,117.125556
7537,TEM,-34.421389,147.511667
7538,TEN,27.884,109.31
7539,TEO,-8.167,146.183
7540,TEP,-5.95,146.567
7541,TEQ,41.13825,27.919094
7542,TER,38.761842,-27.090797
7543,TES,15.117,36.683
7544,TET,-16.104817,33.640181
7545,TEU,-45.533056,167.65
7546,TEW,42.565778,-84.423194
7547,TEX,37.953759,-107.90848
7548,TEY,65.870278,-23.56
7549,TEZ,26.709139,92.784739
7550,TFB,-5.1,141.46666666667
7551,TFC,37.85,15.283333333333
7552,TFF,-3.382944,-64.724056
7553,TFI,-9.067,149.317
7554,TFL,-17.892319,-41.513617
7555,TFM,-5.117,141.633
7556,TFN,28.482653,-16.341536
7557,TFR,30.3,31.75
7558,TFS,28.044475,-16.572489
7559,TFT,28.967,61.6
7560,TFY,27.95,-12.917
7561,TGB,8.6772222222222,117.33805555556
7562,TGD,42.359392,19.251894
7563,TGE,32.460472,-85.680028
7564,TGF,45.5,6.917
7565,TGG,5.382639,103.10336
7566,TGH,-16.891111,168.551389
7567,TGI,-9.289167,-76.005
7568,TGJ,-21.096111,167.803889
7569,TGL,-11.333,153.2
7570,TGM,46.46735,24.424731
7571,TGN,-38.207222,146.470278
7572,TGO,43.556667,122.199722
7573,TGQ,-6.1833333333333,-35.816666666667
7574,TGR,33.059999,6.087222
7575,TGS,-24.520556,32.965277
7576,TGT,-5.092358,39.071158
7577,TGU,14.060883,-87.217197
7578,TGV,42.417,24.5
7579,TGX,10.45,-6.4
7580,TGZ,16.571389,-93.032222
7581,THA,35.380016,-86.24669
7582,THB,-29.522778,28.615833
7583,THC,6.067665,-8.133455
7584,THE,-5.059942,-42.823478
7585,THF,52.489722222222,13.416666666667
7586,THG,-24.493889,150.576111
7587,THH,-38.181111,174.708056
7588,THI,18.45,-9.517
7589,THK,17.4,104.8
7590,THL,20.483831,99.935353
7591,THM,47.5735,-115.280667
7592,THN,58.318056,12.345
7593,THO,66.218333,-15.334722
7594,THP,43.658289,-108.213154
7595,THR,35.689167,51.313416
7596,THS,17.237992,99.818183
7597,THT,17.233,-10.817
7598,THU,76.531203,-68.703161
7599,THV,39.917,-76.873028
7600,THY,-22.967,30.483
7601,THZ,14.875658,5.265358
7602,TIA,41.414742,19.720561
7603,TIB,8.634167,-72.733889
7604,TIC,7.133333,171.916667
7605,TID,35.341389,1.466944
7606,TIE,7.117,35.383
7607,TIF,21.483418,40.544334
7608,TIG,-2.6,149.7
7609,TIH,-15.119617,-148.230697
7610,TII,32.6,65.864
7611,TIJ,32.541064,-116.970158
7612,TIK,35.41474,-97.386633
7613,TIL,50.5,-1.0333333333333
7614,TIM,-4.528275,136.887375
7615,TIN,27.7,-8.166667
7616,TIO,21.7,94.1
7617,TIP,32.663544,13.159011
7618,TIQ,14.999203,145.61935
7619,TIR,13.632492,79.543256
7620,TIS,-10.586389,142.29
7621,TIU,-44.302778,171.225278
7622,TIV,42.404664,18.723286
7623,TIW,47.267944,-122.578111
7624,TIX,28.5148,-80.799228
7625,TIY,18.570103,-11.423547
7626,TIZ,-5.845,142.948
7627,TJA,-21.555736,-64.701325
7628,TJB,1.05,103.383
7629,TJC,9.4166666666667,-78.483333333333
7630,TJG,-2.216556,115.436333
7631,TJH,35.512778,134.786944
7632,TJI,15.926847,-85.93825
7633,TJK,40.306281,36.371089
7634,TJM,57.189567,65.324299
7635,TJN,-15.816666666667,-1.2
7636,TJQ,-2.745722,107.754917
7637,TJS,2.836406,117.373675
7638,TJV,10.722428,79.101567
7639,TKA,62.3205,-150.093694
7640,TKB,-7.65,146.55
7641,TKC,4.089191,9.360528
7642,TKD,4.896056,-1.774756
7643,TKE,57.779658,-135.218444
7644,TKF,39.320042,-120.139563
7645,TKG,-5.242339,105.178939
7646,TKH,15.277306,100.295861
7647,TKI,55.937133,-133.32672
7648,TKJ,63.295483,-143.006117
7649,TKK,7.461892,151.843021
7650,TKL,58.489683,-133.943421
7651,TKM,17.216666666667,-89.633333333333
7652,TKN,27.836381,128.881252
7653,TKO,-29.233,28.883
7654,TKP,-14.71,-145.247778
7655,TKQ,-4.886389,29.670833
7656,TKR,26.016389,88.403611
7657,TKS,34.132808,134.606639
7658,TKT,16.895989,99.25335
7659,TKU,60.514142,22.262808
7660,TKV,-17.355278,-138.445
7661,TKW,-5.233,142.15
7662,TKX,-14.455833,-145.026389
7663,TKY,-17.040833,128.205833
7664,TKZ,-38.236667,175.891944
7665,TLA,65.240379,-166.33934
7666,TLB,33.986122,72.611397
7667,TLC,19.337072,-99.566008
7668,TLD,-22.183,29.117
7669,TLE,-23.383369,43.728453
7670,TLF,63.393873,-153.268973
7671,TLG,-9.1,160.15
7672,TLH,30.396528,-84.350333
7673,TLI,1.017,120.8
7674,TLJ,62.89437,-155.976527
7675,TLK,65.65,-23.966666666667
7676,TLL,59.413317,24.832844
7677,TLM,35.015278,-1.450833
7678,TLN,43.097344,6.146031
7679,TLO,-4.980833,152.01
7680,TLP,-4.783,141.017
7681,TLR,36.156583,-119.326556
7682,TLS,43.635,1.367778
7683,TLT,61.096833,-160.969472
7684,TLU,9.5,-75.583333
7685,TLV,32.011389,34.886667
7686,TLW,-5.267,150.0
7687,TLX,-35.377825,-71.601681
7688,TLZ,-18.216833,-47.899664
7689,TMA,31.428981,-83.488545
7690,TMB,25.647889,-80.432778
7691,TMC,-9.409717,119.244494
7692,TMD,16.233,-8.167
7693,TME,6.451036,-71.759917
7694,TMG,5.399722,118.646389
7695,TMH,-6.1,140.3
7696,TMI,27.315,87.193333
7697,TMJ,37.286667,67.31
7698,TMK,15.567,108.483
7699,TML,9.557192,-0.863214
7700,TMM,-18.109517,49.392536
7701,TMN,-2.485833,175.97
7702,TMO,7.249381,-61.528933
7703,TMP,61.415278,23.587778
7704,TMQ,14.8,0.05
7705,TMR,22.811111,5.450833
7706,TMS,0.378175,6.712153
7707,TMT,-1.4896,-56.396803
7708,TMU,9.739167,-85.016111
7709,TMW,-31.083889,150.846667
7710,TMX,29.241111,0.283611
7711,TMY,-3.95,138.433
7712,TMZ,-37.156667,175.550278
7713,TNA,36.857214,117.215992
7714,TNB,-1.837,-116.064
7715,TNC,65.564032,-167.922458
7716,TND,21.788461,-79.997203
7717,TNE,30.605067,130.991231
7718,TNF,48.749756,2.111178
7719,TNG,35.726917,-5.916889
7720,TNH,42.253889,125.703889
7721,TNI,24.562319,80.854933
7722,TNJ,0.922683,104.532311
7723,TNK,60.575547,-165.271648
7724,TNL,49.524228,25.700058
7725,TNM,62.190833333333,-58.986666666667
7726,TNN,22.950361,120.205778
7727,TNO,10.315833,-85.812222
7728,TNP,34.131583,-115.945806
7729,TNQ,4.7,-160.333
7730,TNR,-18.79695,47.478806
7731,TNS,61.956944,-128.202778
7732,TNT,25.861806,-80.897
7733,TNU,41.67443,-93.021729
7734,TNV,3.899444,-159.388889
7735,TNX,13.531897,106.014531
7736,TNZ,0.0,0.0
7737,TOA,33.803389,-118.339611
7738,TOB,31.861,23.907
7739,TOC,34.592812,-83.296372
7740,TOD,2.818183,104.160019
7741,TOE,33.939722,8.110556
7742,TOF,56.380278,85.208333
7743,TOG,59.053626,-160.396924
7744,TOH,-13.328,166.638
7745,TOI,31.860417,-86.012139
7746,TOJ,40.496747,-3.445872
7747,TOK,-6.2,155.05
7748,TOL,41.586806,-83.807833
7749,TOM,16.730457,-3.007583
7750,TON,-6.65,155.417
7751,TOO,8.826111,-82.958885
7752,TOP,39.068657,-95.622484
7753,TOQ,-22.141092,-70.062908
7754,TOR,42.064528,-104.152694
7755,TOS,69.683333,18.918919
7756,TOT,5.865833,-56.3275
7757,TOU,-20.79,165.259444
7758,TOV,18.45,-64.6
7759,TOW,-24.686342,-53.697492
7760,TOX,58.135833,68.231944
7761,TOY,36.648333,137.1875
7762,TOZ,8.296111,-7.671389
7763,TPA,27.975472,-82.53325
7764,TPC,-0.122956,-76.33775
7765,TPE,25.077731,121.232822
7766,TPG,4.866389,100.715278
7767,TPH,38.060194,-117.086806
7768,TPI,-8.35,146.983
7769,TPJ,27.35,84.667
7770,TPK,3.266,97.183
7771,TPL,31.1519,-97.407663
7772,TPN,-0.776111,-75.526389
7773,TPO,60.204333,-154.318873
7774,TPP,-6.508742,-76.373247
7775,TPQ,21.419453,-104.842581
7776,TPR,-22.656,117.76
7777,TPS,37.911403,12.487961
7778,TPT,6.483,-8.867
7779,TPU,28.517,81.15
7780,TPX,-16.283333333333,-1.8333333333333
7781,TQN,36.775267,69.532669
7782,TQR,43.266666666667,10.933333333333
7783,TQS,0.7459,-75.234025
7784,TRA,24.653889,124.675278
7785,TRB,8.116667,-76.716667
7786,TRC,25.568278,-103.410583
7787,TRD,63.457556,10.92425
7788,TRE,56.499167,-6.869167
7789,TRF,59.186703,10.258628
7790,TRG,-37.672,176.196083
7791,TRH,35.812453,-117.327278
7792,TRI,36.475222,-82.407417
7793,TRJ,-5.6,141.033
7794,TRK,3.326694,117.565569
7795,TRL,32.709178,-96.267391
7796,TRM,33.626667,-116.159667
7797,TRN,45.200761,7.649631
7798,TRO,-31.888611,152.513889
7799,TRP,39.983333333333,25.266666666667
7800,TRQ,-8.155256,-70.783269
7801,TRR,8.538514,81.181853
7802,TRS,45.8275,13.472222
7803,TRT,-7.8,-38.283333333333
7804,TRU,-8.08141,-79.108761
7805,TRV,8.482122,76.920114
7806,TRW,1.381636,173.147036
7807,TRX,40.083528,-93.590639
7808,TRY,0.681389,34.1675
7809,TRZ,10.765364,78.709722
7810,TSA,25.069722,121.5525
7811,TSB,-19.261906,17.7325
7812,TSC,-2.381667,-77.502778
7813,TSD,-22.617,30.167
7814,TSE,51.022222,71.466944
7815,TSF,45.6484,12.194422
7816,TSG,63.374367,-143.335574
7817,TSH,-6.438333,20.794722
7818,TSI,-6.833,146.35
7819,TSJ,34.284889,129.330549
7820,TSK,-2.533,150.45
7821,TSL,22.038292,-98.806503
7822,TSM,36.458167,-105.672417
7823,TSN,39.124353,117.346183
7824,TSO,49.945556,-6.331389
7825,TSP,35.135,-118.439222
7826,TSQ,10.166666666667,-70.25
7827,TSR,45.809861,21.337861
7828,TSS,40.742602,-73.972083
7829,TST,7.508744,99.616578
7830,TSU,-1.474444,175.064444
7831,TSV,-19.2525,146.765278
7832,TSW,-6.967,146.033
7833,TSX,-0.093215,117.439292
7834,TSY,-7.346603,108.246092
7835,TSZ,47.465556,101.477778
7836,TTA,28.448194,-11.161347
7837,TTB,39.918761,9.682981
7838,TTC,-25.564278,-70.375872
7839,TTD,45.549361,-122.40125
7840,TTE,0.831414,127.381486
7841,TTG,-22.619167,-63.793189
7842,TTH,17.666,54.024612
7843,TTI,-17.013333,-149.586944
7844,TTJ,35.530069,134.166553
7845,TTL,-16.965833,177.370278
7846,TTM,5.717,-72.1
7847,TTN,40.276691,-74.813468
7848,TTO,45.815028,-97.742806
7849,TTQ,10.567778,-83.513889
7850,TTR,-3.044736,119.821536
7851,TTS,-16.75,47.617
7852,TTT,22.754986,121.101681
7853,TTU,35.594333,-5.320019
7854,TUA,0.809506,-77.708056
7855,TUB,-23.365353,-149.524072
7856,TUC,-26.840861,-65.104944
7857,TUD,13.736817,-13.653122
7858,TUE,9.25,-78.367
7859,TUF,47.431944,0.723056
7860,TUG,17.638311,121.730614
7861,TUH,35.39249999,-86.08583333
7862,TUI,31.692683,38.7312
7863,TUJ,6.25,35.5
7864,TUK,25.986369,63.030167
7865,TUL,36.198389,-95.888111
7866,TUM,-35.262778,148.240833
7867,TUN,36.851033,10.227217
7868,TUO,-38.739722,176.084444
7869,TUP,34.268108,-88.769895
7870,TUQ,13.058889,-3.077222
7871,TUR,-3.786008,-49.720267
7872,TUS,32.116083,-110.941028
7873,TUT,-5.833,145.933
7874,TUU,28.365417,36.618889
7875,TUV,9.088994,-62.094175
7876,TUW,8.917,-77.7
7877,TUX,55.025,-120.934722
7878,TUY,20.227336,-87.438206
7879,TUZ,-0.183,-50.05
7880,TVA,-17.85,44.917
7881,TVC,44.741639,-85.582361
7882,TVF,48.065667,-96.185
7883,TVI,30.901792,-83.881128
7884,TVL,38.893882,-119.995335
7885,TVU,-16.690556,-179.876944
7886,TVY,14.103886,98.203636
7887,TWA,59.074525,-160.275042
7888,TWB,-27.542778,151.916389
7889,TWD,48.053809,-122.810644
7890,TWE,65.679275,-164.798807
7891,TWF,42.481806,-114.48775
7892,TWH,41.633333333333,-120.05
7893,TWN,-26.388,153.028
7894,TWP,-17.363333,143.75
7895,TWT,5.067,119.767
7896,TWU,4.313369,118.121953
7897,TWY,-7.45,146.1
7898,TWZ,-43.6,170.16666666667
7899,TXF,-8.5,-70.533333333333
7900,TXG,24.186269,120.653775
7901,TXK,33.453722,-93.991028
7902,TXL,52.56,13.288
7903,TXM,-1.444722,132.020556
7904,TXN,29.733333,118.255833
7905,TXR,-26.325,141.162
7906,TXU,4.433,-7.367
7907,TYA,54.238889,37.600278
7908,TYB,-29.451111,142.057778
7909,TYD,55.284167,124.779167
7910,TYE,61.076662,-151.13807
7911,TYF,60.157622,12.991269
7912,TYG,-26.095556,143.465556
7913,TYL,-4.576639,-81.254139
7914,TYM,24.169083,-76.439056
7915,TYN,37.746897,112.628428
7916,TYP,-22.255833,137.953333
7917,TYR,32.354139,-95.402386
7918,TYS,35.810972,-83.994028
7919,TYT,-33.2,-54.35
7920,TYZ,34.452734,-110.115034
7921,TZA,17.5,-88.183
7922,TZL,44.458656,18.724783
7923,TZM,21.142,-88.151
7924,TZN,24.158611,-77.589167
7925,TZX,40.995108,39.789728
7926,UAB,37.0021,35.425894
7927,UAC,32.445341,-114.797928
7928,UAE,-6.217,144.65
7929,UAH,-8.936111,-139.552222
7930,UAI,-9.303972,125.286861
7931,UAK,61.160719,-45.425675
7932,UAL,-10.715833,22.231111
7933,UAM,13.583893,144.930067
7934,UAP,-9.351667,-140.077778
7935,UAQ,-31.571472,-68.418194
7936,UAS,0.533,37.533
7937,UAX,17.383,-89.617
7938,UBA,-19.765,-47.964778
7939,UBB,-9.95,142.183333
7940,UBI,-6.733,155.683
7941,UBJ,33.93,131.278611
7942,UBP,15.251278,104.870231
7943,UBR,-3.667,140.867
7944,UBS,33.465397,-88.380316
7945,UBT,-23.441111,-45.075554
7946,UBU,-14.288056,126.634444
7947,UCA,43.15,-75.383333333333
7948,UCC,36.945786,-116.037812
7949,UCE,30.466284,-92.423799
7950,UCK,50.75,25.333
7951,UCN,5.867,-10.05
7952,UCT,63.566944,53.804722
7953,UCY,36.381806,-88.985417
7954,UDA,-18.191111,144.610833
7955,UDD,33.748438,-116.274813
7956,UDE,51.656389,5.708611
7957,UDI,-18.882844,-48.225594
7958,UDJ,48.634278,22.263356
7959,UDN,46.033,13.183
7960,UDO,19.133,103.817
7961,UDR,24.617697,73.8961
7962,UEE,-42.076,145.531
7963,UEL,-17.8555,36.869106
7964,UEO,26.363506,126.713806
7965,UER,38.683333333333,-4.1166666666667
7966,UES,43.041028,-88.237056
7967,UET,30.251369,66.937764
7968,UFA,54.557511,55.874417
7969,UGA,48.855639,103.474908
7970,UGB,57.425358,-157.739866
7971,UGC,41.584272,60.641708
7972,UGI,57.883333333333,-153.5
7973,UGN,42.42216,-87.867907
7974,UGO,-7.603067,15.027822
7975,UGS,57.523425,-157.395994
7976,UGT,0.0,0.0
7977,UGU,-3.733,137.017
7978,UHE,49.029444,17.439722
7979,UHF,51.933333333333,-1.2666666666667
7980,UIB,5.690797,-76.641219
7981,UIH,13.954986,109.042267
7982,UII,16.113056,-86.880278
7983,UIK,58.136111,102.565278
7984,UIL,47.936583,-124.562634
7985,UIN,39.942853,-91.194584
7986,UIO,-0.141144,-78.488214
7987,UIP,47.975,-4.167778
7988,UIQ,-17.54,168.441667
7989,UIR,-31.490556,150.513889
7990,UIT,5.906667,169.641667
7991,UIZ,37.066666666667,10.066666666667
7992,UJE,8.928056,165.7625
7993,UKA,-4.296278,39.571139
7994,UKB,34.632778,135.223889
7995,UKI,39.125957,-123.200855
7996,UKK,50.036597,82.494186
7997,UKN,43.280476,-91.469528
7998,UKR,13.933,45.683
7999,UKS,44.691666,33.576668
8000,UKT,40.435146,-75.381953
8001,UKU,-3.667,142.483
8002,UKX,56.857778,105.728889
8003,UKY,35.017,135.767
8004,ULA,-49.306775,-67.802589
8005,ULB,-16.333,168.283
8006,ULC,-33.48972222,-70.69472222
8007,ULD,-28.320586,31.416519
8008,ULE,-4.974722,151.296944
8009,ULG,48.993333,89.9225
8010,ULI,10.016667,139.8
8011,ULL,56.517,-5.908
8012,ULM,44.31975,-94.502333
8013,ULN,47.843056,106.766639
8014,ULO,49.969722,92.080278
8015,ULP,-26.612222,144.252778
8016,ULQ,4.088358,-76.235133
8017,ULS,8.633,-76.717
8018,ULU,2.805556,32.271791
8019,ULX,-24.783,31.35
8020,ULY,54.401017,48.802656
8021,ULZ,47.714722,96.847222
8022,UMA,20.242,-74.147
8023,UMB,53.366666666667,-167.9
8024,UMC,-7.017,145.95
8025,UMD,70.679722,-52.117222
8026,UME,63.791828,20.282758
8027,UMI,-13.233333,-70.753333
8028,UMM,63.331479,-149.127283
8029,UMR,-31.144167,136.816944
8030,UMT,69.371113,-152.134983
8031,UMU,-23.79865,-53.313756
8032,UMY,50.858333,34.7625
8033,UNA,-15.355244,-38.999011
8034,UNC,8.017,-77.083
8035,UND,36.665111,68.910833
8036,UNE,-30.110833,28.671111
8037,UNG,-6.125556,141.281944
8038,UNI,12.598611,-61.414722
8039,UNK,63.888496,-160.799111
8040,UNN,9.777622,98.585483
8041,UNR,47.304722,110.608889
8042,UNS,53.22388888,-168.43222222
8043,UNT,60.733,-0.817
8044,UNU,43.4265,-88.703833
8045,UOL,1.1,121.4
8046,UON,20.683,102.0
8047,UOS,35.205146,-85.898147
8048,UOX,34.384333,-89.536806
8049,UPA,22.383,-78.817
8050,UPB,23.131944444444,-82.364166666667
8051,UPC,28.4,-16.55
8052,UPF,48.9,8.7
8053,UPG,-5.061631,119.554042
8054,UPL,10.892186,-85.016156
8055,UPN,19.396692,-102.039056
8056,UPP,20.265194,-155.859944
8057,UPR,-8.533,142.65
8058,UPV,51.283333333333,-1.8166666666667
8059,UQE,58.883333333333,-158.5
8060,URA,51.150833,51.543056
8061,URB,-20.777067,-51.564761
8062,URC,43.907106,87.474244
8063,URD,54.433333333333,11.2
8064,URE,58.229883,22.509494
8065,URG,-29.782178,-57.038189
8066,URI,3.236944,-74.346667
8067,URJ,60.103333,64.826667
8068,URM,5.341667,-62.758333
8069,URN,32.917,69.133
8070,URO,49.390833,1.183889
8071,URR,6.333333,-76.166667
8072,URS,51.750614,36.295586
8073,URT,9.132603,99.135586
8074,URU,0.0,0.0
8075,URY,31.411942,37.279469
8076,URZ,32.883,66.617
8077,USH,-54.843278,-68.29575
8078,USI,8.2,-59.783
8079,USK,66.004722,57.367222
8080,USL,-26.154999,113.395
8081,USM,9.547794,100.062272
8082,USN,35.593494,129.351722
8083,USO,-5.5,145.433
8084,USQ,38.681478,29.471675
8085,USS,21.969969,-79.442692
8086,UST,29.95925,-81.339722
8087,USU,12.121458,120.100031
8088,UTA,-18.997499,32.627224
8089,UTB,-22.583,144.533
8090,UTC,52.127306,5.276194
8091,UTD,-15.817,134.15
8092,UTE,-32.334,28.145
8093,UTG,-30.4075,27.693333
8094,UTH,17.386436,102.788247
8095,UTI,60.896394,26.938353
8096,UTK,11.233333,169.85
8097,UTL,36.617,-4.5
8098,UTN,-28.399097,21.260239
8099,UTO,65.992757,-153.703767
8100,UTP,12.679944,101.005028
8101,UTR,17.617,100.1
8102,UTT,-31.547903,28.674289
8103,UTU,9.117,-77.917
8104,UTW,-31.920197,26.882206
8105,UUA,54.634722,52.799167
8106,UUD,51.807764,107.437644
8107,UUK,70.330819,-149.597555
8108,UUN,46.660347,113.285328
8109,UUS,46.888672,142.717531
8110,UUU,-9.067,147.567
8111,UVA,29.211333,-99.743583
8112,UVE,-20.640556,166.572778
8113,UVF,13.732222,-60.951944
8114,UVL,25.473631,30.590706
8115,UVO,-6.017,150.95
8116,UWA,42.282036,-72.214802
8117,UYL,12.053475,24.956178
8118,UYN,38.269167,109.731111
8119,UZC,43.898889,19.6975
8120,UZH,26.1,43.933
8121,UZU,-29.770555,-57.978889
8122,VAA,63.05065,21.762175
8123,VAB,1.117,-70.75
8124,VAC,52.906826,8.040666
8125,VAD,30.9687,-83.192961
8126,VAF,44.915558,4.968744
8127,VAG,-21.590067,-45.473342
8128,VAH,-18.479167,-64.099444
8129,VAI,-2.697167,141.302286
8130,VAK,61.540845,-165.600892
8131,VAL,-13.296461,-38.992428
8132,VAN,38.468219,43.3323
8133,VAO,-7.585556,158.730833
8134,VAP,-33.068056,-71.557499
8135,VAR,43.232072,27.825106
8136,VAS,39.813828,36.903497
8137,VAT,-19.383,48.95
8138,VAU,-17.5,177.841667
8139,VAW,70.355392,31.044889
8140,VBG,34.729667,-120.576833
8141,VBS,45.428889,10.330556
8142,VBV,-17.269,-178.976
8143,VBY,57.662797,18.346211
8144,VCA,10.085119,105.711922
8145,VCB,38.377778,-121.961583
8146,VCC,4.017,9.2
8147,VCD,-16.404993,131.003325
8148,VCE,45.505278,12.351944
8149,VCF,-40.7,-66.15
8150,VCH,-31.767,-54.617
8151,VCL,15.405833333333,108.7
8152,VCP,-23.007383,-47.134522
8153,VCR,10.175603,-70.065214
8154,VCS,8.6666666666667,106.63333333333
8155,VCT,28.852556,-96.918487
8156,VCV,34.597472,-117.383
8157,VDA,29.94025,34.93585
8158,VDB,61.015556,9.288056
8159,VDC,-14.862761,-40.863106
8160,VDD,48.25,16.416666666667
8161,VDE,27.814847,-17.887056
8162,VDI,32.192726,-82.371162
8163,VDM,-40.869222,-63.000389
8164,VDP,9.222028,-65.993583
8165,VDR,-31.945183,-65.146283
8166,VDS,70.065278,29.844722
8167,VDZ,61.134215,-146.244762
8168,VEE,67.008675,-146.366358
8169,VEG,5.55,-59.283
8170,VEJ,55.7,9.533
8171,VEL,40.440917,-109.509917
8172,VER,19.145931,-96.187267
8173,VEV,-7.912778,156.706111
8174,VEX,48.380278,-102.897361
8175,VEY,63.425,-20.279167
8176,VFA,-18.095881,25.839006
8177,VGA,16.530432,80.796847
8178,VGD,59.2825,39.944444
8179,VGG,62.533333333333,11.066666666667
8180,VGO,42.2318,-8.626775
8181,VGS,-34.983,-62.983
8182,VGT,36.210694,-115.194444
8183,VGZ,2.166667,-75.666667
8184,VHC,-9.689067,20.431875
8185,VHM,64.579083,16.833575
8186,VHN,31.057844,-104.783806
8187,VHY,46.171783,3.404033
8188,VHZ,-18.779999,-138.853333
8189,VIA,27.0,-51.133333333333
8190,VIB,25.053611,-111.614722
8191,VIC,45.573411,11.52955
8192,VID,44.022362,22.816111
8193,VIE,48.110278,16.569721
8194,VIF,0.0,0.0
8195,VIG,8.6241,-71.672819
8196,VIH,38.127417,-91.7695
8197,VII,18.737569,105.670764
8198,VIJ,18.448056,-64.428611
8199,VIK,69.67722222,-146.89916666
8200,VIL,23.718294,-15.931994
8201,VIN,49.242222,28.614167
8202,VIQ,-8.883889,126.373056
8203,VIR,-29.770606,31.058406
8204,VIS,36.318667,-119.392889
8205,VIT,42.882836,-2.724469
8206,VIU,-8.5,157.683
8207,VIV,-9.303333,150.318889
8208,VIX,-20.258056,-40.286389
8209,VIY,0.0,0.0
8210,VJB,-25.037778,33.627222
8211,VJI,36.687103,-82.033327
8212,VJQ,-15.5,36.983
8213,VKG,9.958056,105.1325
8214,VKO,55.591531,37.261486
8215,VKS,32.239316,-90.928439
8216,VKT,67.488611,63.993056
8217,VKW,69.666666666667,-146.91666666667
8218,VLA,38.991466,-89.166189
8219,VLC,39.489314,-0.481625
8220,VLD,30.781372,-83.276219
8221,VLE,35.650646,-112.148054
8222,VLG,-37.235408,-57.029239
8223,VLI,-17.699325,168.319794
8224,VLK,47.682778,42.076667
8225,VLL,41.706111,-4.851944
8226,VLM,-21.255231,-63.405611
8227,VLN,10.149733,-67.9284
8228,VLO,38.116666666667,-122.23333333333
8229,VLP,-9.979443,-51.142223
8230,VLR,-28.596403,-70.755997
8231,VLS,-16.796111,168.176944
8232,VLU,56.381111,30.608056
8233,VLV,9.340797,-70.584089
8234,VME,-33.725144,-65.378085
